split,n_rows,n_days,n_positive,prevalence,roc_auc,pr_auc,brier_score,logloss,ece_equal,ece_quantile,ece_quantile_fallback,calibration_intercept,calibration_slope,logloss_platt,brier_platt,ece_equal_platt,ece_quantile_platt,cal_intercept_platt,cal_slope_platt,logloss_isotonic,brier_isotonic,ece_equal_isotonic,ece_quantile_isotonic,cal_intercept_isotonic,cal_slope_isotonic,logloss_beta,brier_beta,ece_equal_beta,ece_quantile_beta,cal_intercept_beta,cal_slope_beta,best_threshold_from_val,f1_at_best_t,precision_at_best_t,recall_at_best_t,kappa_at_best_t,alerts_per_day_at_best_t
validation,447174,182,1695,0.0037904708234378563,0.8433253725944647,0.033873999959518585,0.10062864317824005,0.3199079235181869,0.22122718032023675,0.22122718032023803,FALSE,-4.957506769134748,0.9140431363143455,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.88,0.08837825894829873,0.07064641469445426,0.11799410029498525,0.08403488314067539,15.554945054945055
test,1334151,543,5350,0.004010040842453365,0.8453233374814364,0.041971753303750074,0.1231527594984334,0.37635965100220464,0.2503844791767139,0.2503844791767158,FALSE,-5.134258242674224,0.9233319229492652,0.022412503763030896,0.003927414047843942,0.0017204992322511802,0.001720499232243025,-0.2049747530826845,1.0483366087564001,0.03264527480926299,0.004016287099092901,0.001397631210861304,0.00295295708041873,-5.147874238220287,0.05870644938052954,0.022403185099957472,0.003922798326430144,0.0016590770347639223,0.001659077034751743,-0.08586224798683198,1.0737295270137277,0.88,0.10380993150684932,0.07272454640875693,0.18130841121495328,0.09865052329941605,24.56353591160221
