split,brier_score,logloss,ece_equal,ece_quantile,calibration_intercept,calibration_slope
validation,0.07233024018327851,0.2248942078640181,0.14393941073530853,0.14393941073531377,-4.748890118357304,0.899547814535105
test,0.06979518177879067,0.2199222413453945,0.13918508273665892,0.13918508273666014,-4.693913915315305,0.8787483741758365
