split,brier_score,logloss,ece_equal,ece_quantile,calibration_intercept,calibration_slope,platt_intercept,platt_slope
test_platt_scaled,0.003814373287101998,0.019490049243871193,1.9421879127385735e-4,2.3859051991211496e-4,0.34309759549409485,1.124252988987906,-4.6460925814567124,0.8736804581403383
