model,n_train,n_test,smearing_factor,MAE_original,RMSE_original,MAE_winsorized_99,RMSE_winsorized_99,correlation,winsorize_cap_min
xgb_overall,15951,5350,1.126887109751606,949.5440010769217,4802.8056574917155,749.0394291143052,2362.044545126953,0.14622853441381511,18995.01000000003
xgb_environmental,12738,4150,1.1077047553766186,723.138358086612,3970.785719912534,566.3056159179378,1293.8854182177784,0.0963627773630132,9640.360000000008
xgb_technical,2601,1055,1.008644416718617,1373.6659947829637,5820.711676979349,1289.1209142142457,5085.57976421634,0.3191752922222087,38813.540000000154
