split,n_rows,n_days,n_positive,prevalence,roc_auc,pr_auc,brier_score,logloss,ece_equal,ece_quantile,ece_quantile_fallback,calibration_intercept,calibration_slope,logloss_platt,brier_platt,ece_equal_platt,ece_quantile_platt,cal_intercept_platt,cal_slope_platt,logloss_isotonic,brier_isotonic,ece_equal_isotonic,ece_quantile_isotonic,cal_intercept_isotonic,cal_slope_isotonic,logloss_beta,brier_beta,ece_equal_beta,ece_quantile_beta,cal_intercept_beta,cal_slope_beta,best_threshold_from_val,f1_at_best_t,precision_at_best_t,recall_at_best_t,kappa_at_best_t,alerts_per_day_at_best_t
validation,447174,182,1695,0.0037904708234378563,0.910855067073576,0.05531348369573113,0.0649346161555246,0.20539071278110765,0.1358061690311549,0.1358061690311631,FALSE,-4.579880377067626,0.8839823085214733,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.89,0.12077294685990338,0.09618747813920951,0.16224188790560473,0.11656841930460571,15.708791208791208
test,1334151,543,5350,0.004010040842453365,0.9137592232589404,0.07205722450296446,0.06299467551742648,0.2011655091639155,0.13076335793568056,0.13076335793567653,FALSE,-4.540610102937478,0.8711469469307814,0.019806849972960384,0.0038379822859403675,5.5127201840734816e-5,1.482001315510569e-4,0.36469941795075766,1.113823455280421,0.04505215984852054,0.004031562931372137,0.0014643709231172799,0.0039517836479024075,-5.071943718193875,0.07012977291846732,0.019810519203169428,0.0038401116202595323,1.3442014288533164e-4,1.8870997477784483e-4,0.5602162832420361,1.1557591299688788,0.89,0.14081408140814083,0.1046131492916818,0.21532710280373832,0.1361512866805149,20.279926335174952
