split,brier_score,logloss,ece_equal,ece_quantile,calibration_intercept,calibration_slope,platt_intercept,platt_slope
test_platt_scaled,0.0038379822859403675,0.019806849972960384,5.5127201840734816e-5,1.482001315510569e-4,0.36469941795075766,1.113823455280421,-4.557268031173123,0.8787423715177364
