threshold,tp,fp,tn,fn,n_alerts,alerts_per_day,precision,recall,specificity,f1,accuracy,kappa,split
0.015,5319,793443,535358,31,798762,1471.0165745856355,0.0066590548874383105,0.9942056074766356,0.4028880170921003,0.013229500368107926,0.40525922478040344,0.005305042505971934,test
0.016,5318,778252,550549,32,783570,1443.0386740331492,0.006786885664331202,0.9940186915887851,0.41432012769406407,0.013481721847589109,0.41664474261159345,0.005560319531312844,test
0.017,5315,763843,564958,35,769158,1416.4972375690609,0.006910153700540071,0.9934579439252337,0.4251637378358385,0.0137248420933031,0.42744262081278656,0.005806406192418342,test
0.018,5313,750410,578391,37,755723,1391.7550644567218,0.007030353714257738,0.9930841121495327,0.43527285123957615,0.013961866995675844,0.4375096971782055,0.006046313923673401,test
0.019,5311,737837,590964,39,743148,1368.596685082873,0.007146624898405163,0.9927102803738318,0.4447347646487322,0.014191086682930348,0.4469321688474543,0.006278322472350386,test
0.02,5308,725915,602886,42,731223,1346.635359116022,0.007259071446056812,0.9921495327102804,0.4537067627131527,0.014412692292549413,0.45586594021216487,0.0065026362814553235,test
0.021,5306,714784,614017,44,720090,1326.132596685083,0.007368523379022066,0.9917757009345795,0.46208348729418475,0.014628363475959416,0.4642075747048123,0.006720933480791495,test
0.022,5304,703924,624877,46,709228,1306.1289134438305,0.007478554146198402,0.9914018691588785,0.4702562686211103,0.014845125374696674,0.4723460837641316,0.006940334844986051,test
0.023,5303,693632,635169,47,698935,1287.1731123388581,0.007587257756443732,0.991214953271028,0.4780015969283587,0.015059244481992376,0.4800596034481854,0.007157050293570939,test
0.024,5295,683718,645083,55,689013,1268.9005524861877,0.007684905800035703,0.9897196261682243,0.4854624582612445,0.015251388682864726,0.4874845500996514,0.007351607159495244,test
0.025,5294,674526,654275,56,679820,1251.9705340699816,0.007787355476449648,0.9895327102803738,0.4923799726219351,0.01545309923084782,0.49437357540488297,0.007555765288351739,test
0.026,5290,665583,663218,60,670873,1235.4935543278084,0.007885248027570046,0.9887850467289719,0.4991101000074503,0.015645726335838914,0.5010737165433298,0.007750766239146318,test
0.027,5290,657094,671707,60,662384,1219.8600368324126,0.007986304017005242,0.9887850467289719,0.5054985660004772,0.015844632742978492,0.507436564526804,0.007952074637625456,test
0.028,5285,648985,679816,65,654270,1204.9171270718232,0.008077704923044004,0.9878504672897196,0.5116010599028749,0.016024377671992968,0.5135108394776903,0.008134051354240288,test
