split,n_rows,n_days,n_positive,prevalence,roc_auc,pr_auc,brier_score,logloss,ece_equal,ece_quantile,ece_quantile_fallback,calibration_intercept,calibration_slope,logloss_platt,brier_platt,ece_equal_platt,ece_quantile_platt,cal_intercept_platt,cal_slope_platt,logloss_isotonic,brier_isotonic,ece_equal_isotonic,ece_quantile_isotonic,cal_intercept_isotonic,cal_slope_isotonic,logloss_beta,brier_beta,ece_equal_beta,ece_quantile_beta,cal_intercept_beta,cal_slope_beta,best_threshold_from_val,f1_at_best_t,precision_at_best_t,recall_at_best_t,kappa_at_best_t,alerts_per_day_at_best_t
validation,447174,182,1695,0.0037904708234378563,0.8220654568229491,0.02587961690082532,0.11196133026671463,0.34903573746492284,0.23948640187405293,0.23948640187405437,FALSE,-5.0220082533290515,0.8705093303654085,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.86,0.07321772639691716,0.05206776283009467,0.12330383480825959,0.0682513543706672,22.054945054945055
test,1334151,543,5350,0.004010040842453365,0.8345996850349916,0.033033599722643144,0.14032697276574738,0.41989125401912725,0.2764101726821768,0.2764101726821781,FALSE,-5.240307173734022,0.9349331233268945,0.02296383990007779,0.003948431240965756,0.0020804976933797097,0.0020804976933861395,-0.2322805318484317,1.0542325192647726,0.03185708076278021,0.004010699582422996,0.0014181969762955549,0.0026776470671440863,-5.165395447880627,0.056040349392686845,0.022951251046306784,0.003945986691607494,0.002027713374969635,0.0020256178902028905,-0.15100362191184957,1.0710237620849394,0.86,0.08038534428300695,0.0509560516568225,0.1902803738317757,0.07453081658594976,36.79189686924494
