split,n_rows,n_days,n_positive,prevalence,roc_auc,pr_auc,brier_score,logloss,ece_equal,ece_quantile,ece_quantile_fallback,calibration_intercept,calibration_slope,logloss_platt,brier_platt,ece_equal_platt,ece_quantile_platt,cal_intercept_platt,cal_slope_platt,logloss_isotonic,brier_isotonic,ece_equal_isotonic,ece_quantile_isotonic,cal_intercept_isotonic,cal_slope_isotonic,logloss_beta,brier_beta,ece_equal_beta,ece_quantile_beta,cal_intercept_beta,cal_slope_beta,best_threshold_from_val,f1_at_best_t,precision_at_best_t,recall_at_best_t,kappa_at_best_t,alerts_per_day_at_best_t
validation,447174,182,1695,0.0037904708234378563,0.8841480875638997,0.04585984595427261,0.08219606229124443,0.26920923719512047,0.1819095444889748,0.1819095444889744,FALSE,-4.866344209488536,0.9266451410216916,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.89,0.113041887689775,0.08191940615058324,0.18230088495575222,0.1083782325719187,20.725274725274726
test,1334151,543,5350,0.004010040842453365,0.877053029824966,0.053065391010252275,0.09525861910672435,0.30535075459146493,0.20050030450643916,0.20050030450643697,FALSE,-4.972441320345286,0.8945905694963604,0.021281847435249385,0.0038929710755276825,9.988597851123598e-4,9.920345331653447e-4,-0.0236303365055958,1.0629571252127745,0.029607594960468,0.00401465206903381,0.0013333686560193932,0.002898888462731576,-4.191430230726961,0.21271457713660066,0.021266956560945686,0.0038899037361696206,8.610406097781513e-4,8.464871663915908e-4,0.22882289457655214,1.115789153346769,0.89,0.11315054698585618,0.07492271322058557,0.23102803738317756,0.10774698695613226,30.38121546961326
