"ablation_name","task_mode","strict_mode","families","include_regex","exclude_regex","reference_policy_type","reference_policy_target","run_id","output_dir","status","start_time","end_time","duration_min","n_features_raw","n_features_eligible","n_features_used","roc_auc_test","pr_auc_test","recall_at_policy"
"bench_rs_history","forecast","strict","ntl_lags, ntl_drops_lagged, ntl_spatial, weather_lagged, weather_availability, time_calendar, quality_flags, outage_history, built_infrastructure, ntl_ratio, moon_phase","(^ntl_(mean|sum|sd)_built_lag[0-9]+$)|(^ntl_(drop_|below_).*_lag[0-9]+$)|(^nb_(mean|prop|sum)_.*_lag[0-9]+$)|(^(atm|dew|max_dew|min_dew|lai_high|lai_low|rain|rh|skin_temp|temp|wdr|wind_u|wind_v|wsp|max_temp|min_temp)_lag[0-9]+$)|(^has_weather$)|(^(dow|doy|month|year|is_holiday|is_public_holiday|is_weekend|is_covid_period)(_|$))|(^clim_n_obs$)|(^(hist_|cumulative_outage_minutes|days_since_last_outage))|(^built_share_(area|mask)_static$)|(^ntl_log_ratio_(mean|sum)_lag[0-9]+$)|(^moon_fraction$)","","precision_floor",0.1,"20260513_153858_forecast_strict_bench_rs_history","/Users/armandeaboudrar-meda/Desktop/CMCC/outages_nightlights/mexico/data/baselines/binary_threshold/ablation_batches/20260513_153833/20260513_153858_forecast_strict_bench_rs_history","success","2026-05-13 15:38:58","2026-05-13 15:50:09",11.19,84,83,83,0.918657094193407,0.0843015717845363,0.256448598130841
"bench_rs_history_load","forecast","strict","ntl_lags, ntl_drops_lagged, ntl_spatial, weather_lagged, weather_availability, time_calendar, quality_flags, outage_history, built_infrastructure, ntl_ratio, moon_phase, cenace_prices","(^ntl_(mean|sum|sd)_built_lag[0-9]+$)|(^ntl_(drop_|below_).*_lag[0-9]+$)|(^nb_(mean|prop|sum)_.*_lag[0-9]+$)|(^(atm|dew|max_dew|min_dew|lai_high|lai_low|rain|rh|skin_temp|temp|wdr|wind_u|wind_v|wsp|max_temp|min_temp)_lag[0-9]+$)|(^has_weather$)|(^(dow|doy|month|year|is_holiday|is_public_holiday|is_weekend|is_covid_period)(_|$))|(^clim_n_obs$)|(^(hist_|cumulative_outage_minutes|days_since_last_outage))|(^built_share_(area|mask)_static$)|(^ntl_log_ratio_(mean|sum)_lag[0-9]+$)|(^moon_fraction$)|(^cenace_)","","precision_floor",0.1,"20260513_155033_forecast_strict_bench_rs_history_load","/Users/armandeaboudrar-meda/Desktop/CMCC/outages_nightlights/mexico/data/baselines/binary_threshold/ablation_batches/20260513_153833/20260513_155033_forecast_strict_bench_rs_history_load","success","2026-05-13 15:50:33","2026-05-13 16:03:20",12.79,102,101,101,0.91375922325894,0.0720572245029645,0.217196261682243
