split,brier_score,logloss,ece_equal,ece_quantile,calibration_intercept,calibration_slope,platt_intercept,platt_slope
test_platt_scaled,0.003758100244532913,0.019110174302887948,2.6350829783432635e-4,2.641833368729204e-4,0.38400391308952625,1.139615019974308,-4.6460925814567124,0.8736804581403383
