split,n_rows,n_days,n_positive,prevalence,roc_auc,pr_auc,brier_score,logloss,ece_equal,ece_quantile,ece_quantile_fallback,calibration_intercept,calibration_slope,logloss_platt,brier_platt,ece_equal_platt,ece_quantile_platt,cal_intercept_platt,cal_slope_platt,logloss_isotonic,brier_isotonic,ece_equal_isotonic,ece_quantile_isotonic,cal_intercept_isotonic,cal_slope_isotonic,logloss_beta,brier_beta,ece_equal_beta,ece_quantile_beta,cal_intercept_beta,cal_slope_beta,best_threshold_from_val,f1_at_best_t,precision_at_best_t,recall_at_best_t,kappa_at_best_t,alerts_per_day_at_best_t
validation,447174,182,1695,0.0037904708234378563,0.9178279902767476,0.06332247001917359,0.07233024018327851,0.2248942078640181,0.14393941073530853,0.14393941073531377,FALSE,-4.748890118357304,0.899547814535105,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.9,0.1338973698730918,0.09727418492784608,0.21474926253687315,0.12935472431957565,20.560439560439562
test,1326780,540,5246,0.003953933583563213,0.9225777336348089,0.08549413130849862,0.06995536617814795,0.22034947676507366,0.13954422578364406,0.1395442257836637,FALSE,-4.727479124444067,0.8955912357624438,0.019110174302887948,0.003758100244532913,2.6350829783432635e-4,2.641833368729204e-4,0.38400391308952625,1.139615019974308,0.03822217181628882,0.003980320981368272,0.0014261211097250758,0.003999551331053773,-4.899328782165574,0.09968105378790924,0.019109825519132012,0.0037595110565640157,2.914508700520735e-4,2.0624968881988818e-4,0.5057370346534008,1.1660702150667392,0.9,0.14933421371189612,0.10496596534653466,0.2586732748760961,0.1445219540393965,23.94074074074074
